hit_count,greek,english
265,φτύσεις,spit
265,γουίλομπι,Wilobby
265,συνεχεία,Continuity
265,διατάξετε,order
265,σεπτέμβριος,September
265,όμηρους,hostage
265,μακόλ,Macol
265,ύριε,auspices
265,πειραμάτων,experiment
265,σούπες,soups
265,χιούμπερτ,Hubert
265,θάψετε,bury
265,έλυνε,resolved
265,φρόντισαν,they took care of
265,παραλείψουμε,We omit
265,mαρία,Maria
265,καβγαδάκι,quarrel
265,αλιγάτορας,alligator
265,μονοξείδιο,monoxide
265,garrett,garrett
265,σογκούν,shogun
265,καταριέμαι,curse
265,γκρίνουιτς,grinwich
265,καταγεγραμμένο,recorded
265,πιτερ,peter
265,επέβαλε,imposed
265,χορηγήθηκε,was granted
265,γεώτρηση,drilling
265,κόντα,close
265,μεταφερθείς,transported
265,επιδίωξη,pursuit
265,στρατάρχης,commander
265,ρέουν,flow
265,λοιπό,in any case
265,εξηγούν,they explain
265,ράντα,randy
265,γκέμπελς,Gebbels
265,φανερώνει,reveals
265,διαβόητος,notorious
265,ανθρωπιστική,humanitarian
264,etc,etc
264,νάρκωση,sedation
264,sherlock,sherlock
264,νοέμβριος,November
264,ολοκληρη,complete
264,νάρθηκα,tingle
264,στρείδι,oyster
264,κρη,KR
264,αμφισβητείτε,challenge
264,προσκεκλημένος,guest
264,βρυκόλακα,vampire
264,ισμαήλ,Ismail
264,connie,Connie
264,στoιχεία,in vision
264,κατάλληλους,appropriate
264,buddy,buddy
264,υποστήριξες,supported
264,προβλέψιμη,predictable
264,βομβιστές,bombers
264,ήρας,Hera
264,αφαιρώ,remove
264,κρατών,nod
264,αντιγράψω,copy
264,σινκλαίρ,Sinlair
264,αναπληρώσω,replenish
264,σαββάτο,Saturday
264,φαλάκρα,baldness
264,ομορφος,good looking
264,πενσιλβάνια,Pennsylvania
264,laurel,Laurel
264,προλαβαίνει,catch up
264,καταραστεί,cursed
264,παραδέχονται,admit
264,προφέρεις,you pronounce
264,πάρτους,parties
264,λατίνος,Latin
264,ντόρι,donor
264,σύγκλητο,convergence
264,έτoιμoς,bonus
264,γελάστε,laugh
264,εκθέσουμε,expose
264,πανέτοιμος,ready
264,ασταμάτητη,unstoppable
264,ξεθωριάζει,faded
264,μοιράσει,shared
264,les,Les
264,αμυνθούμε,we defend
264,βλακείας,stupid
264,texas,Texas
264,καvέvας,KAVI
264,άμπιγκεϊλ,Abigil
264,θρηνούν,mourn
264,υπάκουος,obedient
264,αρσενικού,male
264,κεριών,wax
264,ρόμπες,robes
264,αφύσικη,unnatural
264,ξάπλα,spray
264,κατέστησε,made
264,απαλλάσσω,exempt
264,ξεραθεί,dried up
264,ντάριν,Darin
264,δεσμευτείς,committed
264,κουνηθειτε,MOVING
264,αποκτήστε,get
264,beatles,Beatles
264,αυτοκτόνησαν,they committed suicide
264,παγωτατζίδικο,ice cream shop
264,σκοράρεις,you score
264,εκμεταλλεύομαι,take advantage of
264,κλεμμένες,stolen
264,κορλεόνε,Corleone
264,jt,jt
264,ναυάρχου,admiral
264,απόκρυφα,secretively
264,κυρίαρχη,sovereign
264,ερεθιστικό,irritant
264,συμπίπτει,coincides
264,ψόφιος,dead
264,καβαλήσεις,riding
264,λίφτινγκ,lifting
264,άνθρωπoι,man
264,τσιρότο,chirou
264,ντάουντ,dud
264,δεη,PPC
263,προδίδω,betray
263,κοπής,cut
263,yale,yale
263,κινηματογραφικό,cinematic
263,προχώρησαν,they went ahead
263,βλάπτουν,they hurt
263,στούντιό,studio
263,απεχθής,obnoxious
263,αντιύλης,antimall
263,υπέστησαν,they submitted
263,ξέρειs,know
263,ανοίγεται,is opened
263,σωρούς,pile
263,ανταλλαγές,exchanges
263,αξιότιμο,honorary
263,ισχυρών,strong
263,μετέδωσε,transmitted
263,στηρίζεσαι,You rest
263,προπάππους,great grandfather
263,περασεις,pass
263,αμαζόνιο,Amazon
263,κόρεϊ,coore
263,συνεδριάζει,meets
263,εκλεψες,you elected
263,παραλια,beach
263,ντάμπλντορ,Dumbledore
263,κοιμηθω,sleep
263,ού,thus
263,λαγού,hare
263,αρκάνσας,Arkansas
263,μπλιάχ,blah
263,βροχερή,rainy
263,φλωρεντίας,Florence
263,zack,zack
263,δρομος,road
263,toto,Toto
263,μεγαλοπόδαρος,majestic
263,avatar,avatar
263,τρελαθούμε,we go crazy
263,μανουέλα,manuela
263,ανταγωνιστεί,compete
263,enrique,Enrique
263,tζωρτζ,jar
263,γκουστάβ,Gustav
263,μαθήτριά,schoolgirl
263,ανθρακούχο,carbonate
263,θέ,The
263,βουτήξουμε,dip
263,κόμπι,Kobe
263,διακόπτετε,interrupt
263,εντάσεις,tensions
263,εύχαριστώ,thanks
263,μηχανισμού,mechanism
263,μαχίρ,knife
263,arrow,arrow
263,δημοτικότητα,popularity
263,συνειδητοποιήσουν,realize
263,κλεψύδρα,hourglass
263,θελατε,WANT
263,γκερλ,Gerl
263,κρυφτούλι,hideout
263,συμβατική,conventional
263,απόλυσή,dismissal
263,βλαστοκύτταρα,stem cells
263,προχώρει,proceeds
263,άνοιγες,you opened
263,πιστωτές,creditors
263,μάιερ,Mayer
263,σάϊμον,Saimon
263,ασημένιες,silver
263,αδόλφος,Adolf
263,οργάνωσες,organized
263,απόκτημα,acquisition
263,νομο,law
263,σπιτονοικοκύρη,landlord
263,χα-χα,haha
263,αξιοθρήνητη,deplorable
263,καουμπόης,cowboy
263,καθαριότητας,cleanliness
263,βαλα,bump
263,έσυ,you
263,κτήνους,beast
263,γνώσεων,knowledge
263,εκτόξευσε,fired
263,μορέι,More
263,εμφανισιακά,obviously
263,καύσης,burning
263,γλυκοπατάτες,sweet potatoes
263,εγραψε,He wrote
263,ξαναπιάσω,reappear
263,αντάξιο,worthy
263,σάλλιβαν,Sallivan
263,μάχι,mahogue
263,άγγιγμά,touch
263,μπέμπα,baba
263,ντρεπόμαστε,We are ashamed
262,eίχε,had
262,κουβαλά,carry
262,τεξασ,Text
262,ποντικό,mouse
262,δωρίσω,donate
262,γκόνγκ,gong
262,φανατικούς,fanatical
262,προστα,protect
262,αναλυτή,analyst
262,αποκλείσω,block
262,πατσίσουμε,patch
262,καθυστερήσαμε,We were delayed
262,περιβαλλοντική,environmentalization
262,δακρυγόνα,tear gas
262,buffy,Buffy
262,έκεί,there
262,ναρκομανή,drug addict
262,σημερινής,today
262,χοτζ,hog
262,ελι,Ellie
262,χαρτομάντηλο,tissue
262,ολoι,ALL
262,νευρώνες,neurons
262,ράμα,ram
262,θέρμανσης,heating
262,σαματάς,rumpus
262,παλόμα,Paloma
262,μπλάκι,whistle
262,γκούσταβ,Gustav
262,μοκέτα,carpet
262,μισής,half
262,συμπλέκτη,clutch
262,σημαντικών,significant
262,συγχωρούσα,forgive
262,ξανασκεφτεί,rehearsed
262,γονιδίων,gene
262,παθιασμένα,passionately
262,χαρτάκια,papers
262,κρίσιμα,critically
262,σαμάρ,Samar
262,τίφανυ,tifa
262,χρωμα,colour
262,εξαγωγές,exports
262,ειδωθήκαμε,We have been
262,αρνειται,denies
262,ιδιοφυΐες,geniuses
262,κατάστρεψες,destroyed
262,ζαβολιά,cheating
262,πάτμορ,Patmor
262,μπρίτνεϊ,Britney
262,σταντ,stand
262,πεύκα,pine trees
262,εντομοκτόνο,insecticide
262,σάμιουελς,Samuels
262,μίστικ,hate
262,βιτζέι,Vijay
262,όποιους,whichever
262,συμπλήρωσα,I completed
262,σκνίπα,gnat
262,οχι.,no.
262,πνιγούμε,drown
262,λαμβάνονται,are taken
262,δοσοληψίες,dealings
262,σουίτ,suite
262,φταιω,blame
262,καταλαμβάνουν,occupy
262,συνηθίζουμε,We get used to
262,συλλάβανε,they were capturing
262,επινοήσει,devise
262,σειριακός,serial
262,έντιμα,honestly
262,κουμαντάρει,commands
262,νεπάλ,Nepal
262,φέρετρό,coffin
262,επιβίωσες,survive
262,μαγέψει,amaze
262,κίεβο,Kyiv
261,μανούλι,nibble
261,φαρδύ,wide
261,αξίωση,claim
261,αντιγραφέα,copier
261,αντέχετε,you withstand
261,συνηθίσετε,you get used to
261,πεθαινει,is dying
261,γουρουνιών,pig
261,διευκολύνεις,you facilitate
261,συμπαγές,compact
261,θυσίασες,sacrifices
261,άvτε,AV
261,υποτιμητικό,derogatory
261,ανοιξιάτικες,spring
261,προληπτικό,preventive
261,αναλαμβάνετε,you take over
261,κόλεμαν,cooleman
261,εξυπηρετικός,helpful
261,σημειωματάριό,notebook
261,βιάσω,rape
261,υπόσχονται,promise
261,θέματά,subjects
261,erin,erin
261,ρατσισμό,racism
261,οντέλ,Odel
261,σοφιστικέ,sophisticated
261,καπνούς,smoke
261,αβλαβείς,harmless
261,σώθηκα,I was saved
261,επικοινωνήσαμε,We contacted
261,χιλιετίας,millennium
261,μέγκι,Maggi
261,καθιστώντας,making
261,θρέψει,nourish
261,σκληρού,cruel
261,κατουράνε,pee
261,άριστο,Excellent
261,σχολείων,school
261,φιναλίστ,finalist
261,δραπετεύει,escapes
261,άγγιζα,touch
261,οικτρά,misery
261,στρατηγικά,strategically
261,εκθέματα,Exhibits
261,ξαναπροσπαθήσω,try again
261,eνας,one
261,εκθέτει,exposes
261,ασπίδας,shield
261,χτεσινό,yesterday
261,βρέξεις,you wet
261,elsa,elsa
261,αχχ,ahhhhhhhhh
261,εγωιστή,selfish
261,παλαμάκια,clapping
261,διυλιστήριο,refinery
261,λιρόι,liir
261,ζωντανεύει,comes to life
261,υπηρχαν,there were
261,άκαρδο,heartless
261,ξαναπάρουμε,we take back
261,κρόνο,Saturn
261,αργοπορημένος,delayed
261,σούστερ,shooter
261,κατέβαινα,descending
261,δικαιολογείς,justification
261,επικερδής,profitable
261,έχεσε,had
261,φυλακισμένων,imprisoned
261,φλυαρίες,chatter
261,κινδυνοσ,hazard
261,πυροδότησης,trigger
261,χορευτή,dancer
261,ιδιωτικού,private
261,άκακο,acacia
261,έφι,eh
261,εφαρμόζει,applies
261,κουρασμένα,tired
261,υπογραφεί,signed
261,πληρωσω,pay
261,θήραμά,prey
261,χειλι,lip
261,σφαγές,massacre
261,αρπάζω,grab
261,απαγγελία,recitation
261,πλη,wake
261,διακομιστής,server
260,βρομερό,dirty
260,ορατά,visibly
260,τάρικ,Tarik
260,ακατάλληλος,unsuitable
260,χανόταν,was missing
260,ξαναπροσπάθησε,he tried again
260,σκουέρ,scoop
260,λέγω,say
260,σκυλο,dog
260,φοροδιαφυγή,tax evasion
260,δραστήρια,actively
260,ενεργειακές,energy
260,μετατρέπονται,are converted
260,εξοχότης,eminence
260,προξενιό,matchmaking
260,μάτα,mate
260,χωρικός,territorial
260,nba,nba
260,αναβάλω,postpone
260,ακρωτηριασμό,mutilation
260,σφραγισμένη,sealed
260,ραφή,seam
260,μανίλα,Manila
260,λερώσω,dirt
260,απόκομμα,clipping
260,μωρήν,baby
260,ψαρι,fish
260,ταμπς,TUBS
260,ταξίδεψαν,traveled
260,ντέλια,deli
260,μαίου,May
260,έλκει,attracts
260,ιππεύω,Ride
260,σκοτώνοντάς,killing
260,προκύψουν,resulting
260,ράψει,sew
260,τακτοποιηθείς,arranged
260,βόηθα,it helps
260,προστατευμένο,protected
260,πόλσον,porason
260,καμαρώνω,flaunt
260,ονειρευτείς,dreamer
260,ποιανής,whom
260,γουστάρετε,you like
260,θέσετε,you set
260,τέσσερίς,four
260,σιγουρευτούν,they are sure
260,καταδώσω,confess
260,haven,haven
260,πρωτόγονοι,primitive
260,σεληνόφως,moonly
260,διασύνδεση,interconnection
260,κύλινδρο,roller
260,αργοί,slow
260,μίζερος,curmudgeon
260,καπιταλισμός,capitalism
260,έκοβες,you cut off
260,τερίσα,terrace
260,εκλάπησαν,they stole
260,θάψε,bury
260,ωτοασπίδες,earplugs
260,υποθέτουν,assume
260,πυροτέχνημα,fire
260,ντιφάιανς,Diffean
260,ντιτζέι,DJ
260,ωοθήκες,ovaries
260,ιμαλάια,Himalayas
260,συγ,relatives
260,χόντα,honda
260,another,another
260,μαχόνι,knife
260,κρεμάσετε,hang
260,προσκλητήριο,invitation card
260,οδοντικό,dental
260,halloween,Halloween
260,συσσίτιο,mess
260,πεταλούδας,butterfly
260,τσατισμένος,crushed
260,πόλος,Pole
260,ψωμιά,bread
260,κουίντ,Quint
260,βαραίνουν,heavy
260,φορτηγατζής,truck driver
260,αναφέρσου,cite
260,ισχυριζόταν,he claimed
260,βάδισμα,gait
260,νοιάστηκες,caught up
260,κλίματος,climate
260,συντάκτη,editor
260,δωσαν,they gave
260,ξυλοκόπος,woodcutter
260,υπόσχεστε,you promise
260,χαρουμενη,Happy
260,αγγείο,vessel
260,μίντυ,Medie
260,χαμηλούς,low
260,σφράγισμα,sealing
260,προσβάλλουν,they offend
260,αθάνατους,immortal
259,μέτρου,meter
259,ποιμένας,shepherd
259,ζάλη,dizziness
259,αφαίμαξη,bleeding
259,διαλύουν,dissolve
259,καπάκια,caps
259,διατύπωση,wording
259,εγκατασταθούν,settled
259,φάγανε,they ate
259,γενέτειρα,birthplace
259,συγκεντρώστε,gather
259,μικροσκοπικός,microscopic
259,ντόμπσον,Dobson
259,ιουλιου,JULY
259,εθνικών,national
259,et,ET
259,κονγκρέσο,Congress
259,διεφθαρμένους,corrupt
259,επικεφαλίδα,heading
259,φυσαρμόνικα,harmonica
259,stewart,stewart
259,καρλότα,Charlotte
259,σοπέν,chopin
259,καταδίκης,conviction
259,ύψιστη,highest
259,παγόβουνου,iceberg
259,ξεπλύνει,rinses
259,παιδείας,education
259,συμπίπτουν,coincide
259,ενόχους,guilty
259,ικετεύσω,beg
259,θυσιάσουμε,We sacrifice
259,επιδείξει,demonstrate
259,μπιγιονσέ,Beyon
259,υποψήφιες,candidates
259,μεξικάνικα,Mexican
259,πίστας,track
259,shadowhunter,shadowhunter
259,φρένων,brake
259,κατεβασμένα,downed
259,δέσετε,tie
259,βαθια,deep
259,εφημερία,call
259,κατευθύνθηκε,directed
259,ντροπιασμένη,embarrassed
259,μεταφραστής,translator
259,παρατράβηξα,I was overwhelmed
259,βλάντιμιρ,Vladimir
259,εμβολή,embolism
259,μακλίς,Maklis
259,ολότελα,entirely
259,κοινοπραξία,joint venture
259,αναγκάζομαι,have
259,τσετσενία,Chechnya
259,οικισμό,settlement
259,υποσχόμενος,promising
259,ομπρέλες,umbrellas
259,φλυαρείς,chatter
259,βρομοδουλειά,dirty
259,bλέπω,see
259,ευα,Eva
259,όμοιο,similar
259,επιβάλλουν,impose
259,φιλοσοφική,philosophy
259,απόψεων,opinion
259,project,project
259,αντιστοιχούν,correspond
259,δούλα,slave
259,δυσκολέψει,difficult
259,ενώνουν,they unite
259,δειπνήσετε,dine
259,ανησυχούσαν,they were worried
259,ξυπνούν,they wake up
259,άβα,abbey
259,εύφλεκτο,flammability
259,σχεδιάστηκαν,were designed
259,σκύβεις,you bent over
259,goldman,Goldman
259,ερασιτεχνικό,amateur
259,μάvα,MAVA
259,διαμαρτυρηθώ,protest
259,αιφνιδιασμού,surprise
259,ύψωσε,raised
259,ετοιμοθάνατη,dying
259,πήξει,thicken
259,δοντια,teeth
259,walk,Walk
259,ρωτα,ask
259,λειτουργούσαν,were operating
259,nash,nash
259,ηλιόλουστο,sunny
259,general,General
259,σκεπτόμενη,thinking
259,κάπνισες,smoking
259,αναστήσει,resurrect
259,κιμπλ,kibble
259,προκειμένη,in this context
259,μετέτρεψα,I converted
259,συθέμελα,consistently
258,pink,pink
258,συνεισφέρει,contributes
258,κάδος,bin
258,συμβατός,compatible
258,ροσέλ,Rochel
258,ασφαλιστής,insurer
258,στεγνώσουν,dry
258,κωδικοποιημένα,coded
258,μονάχη,nun
258,βελτιώνει,It improves
258,ελεήμων,gracious
258,μπραμς,Brahms
258,αυλάκι,channel
258,ανασκόπηση,review
258,λού,lukewar
258,ότιδήποτε,anything
258,αστρονόμοι,astronomers
258,θεραπεύω,cure
258,τζάγκερ,Jagger
258,εξαφανισμένη,extinct
258,κοσίμα,suck
258,σκούπισμα,sweep
258,ανέχονται,tolerate
258,προστατευμένος,protected
258,παγκόσμιες,worldwide
258,γουίλμα,Wilma
258,καρτέλα,tab
258,πληρεξούσιο,proxy
258,κέρυ,cow
258,τζόη,Joey
258,ξυλοκοπήθηκε,was beaten
258,καθρέπτης,mirror
258,πρόσεχαν,they were watching
258,μεταδώσουμε,transmit
258,ελήφθει,was taken
258,νακιν,nakin
258,εισαγγελείς,prosecutors
258,φέρονταν,were bearing
258,bernie,Bernie
258,βουνα,VOUNA
258,ύστατη,subtle
258,τσακώνομαι,quarrel
258,προσέλευση,turnout
258,απήχθησαν,they were abducted
258,εξαπατούν,cheat
258,πάν,Pan
258,σενγκ,Sheng
258,εγκατέστησε,installed
258,επανεκλογή,reelection
258,channel,channel
258,word,Word
258,ασχολίες,occupations
258,πολύπλοκες,complex
258,διαφύγουν,they escape
258,ανεπιθύμητος,unwanted
258,παρέλαβα,I received
258,λέννι,Lenni
258,γευματίσουμε,dine
258,επίκληση,invocation
258,νέον,neon
258,άντερα,atera
258,στρέψουμε,we turn
258,υποψηφιότητά,candidacy
258,νουάρ,noir
258,magic,Magic
258,θάβεις,you bury
258,γουόλτον,Walton
258,θείτσα,auntie
258,ρόζ,pink
258,αποθηκη,warehouse
258,χαμογελώντας,smiling
258,αμελείας,negligent
258,βρετανικού,British
258,έβελυν,Evelyn
258,ανίατη,incurable
258,δεσποινίδος,Miss
258,γρύλο,jack
258,ποντ,Pont
258,σάλπιγγα,trumpet
258,ταμειακή,cash
258,aφήστε,leave
258,ντίμα,Dima
258,ρωσικής,Russian
258,παρελάσεις,parades
258,ενάγων,plaintiff
258,ρουμ,Rum
258,mία,mia
258,χαλάστρα,lace
258,ρέινι,reny
258,αστεριού,star
258,πλήγωσαν,they hurt
258,κοιμαται,sleeps
258,νηοπομπή,convoy
258,νέγρων,Negro
258,μπάρον,Baron
258,ασφαλως,certainly
258,περιποιηθεί,gamble
258,έσωζες,rescued
258,τρεισ,treasure
258,σαλώμη,Salome
258,επιτεθήκατε,you attacked
258,βρηκαν,they found
258,filmfreak,filmfreak
258,ομφάλιο,umbilical cord
258,συνδέσμου,attach
258,λείπατε,you were missing
258,νομιμότητα,legality
258,εμπειρογνώμονας,expert
258,stay,Stay
258,μπούστο,bumper
258,νταλιντ,Dalid
258,ραγίζεις,you crack
258,αντεχω,withstand
258,παστό,stained
258,αφαιρέθηκαν,were removed
258,παρέχετε,you provide
257,ακατοίκητο,unpaidness
257,απού,absent
257,τεχνολογική,technological
257,ατλα,ATLA
257,λάβας,lava
257,εσσδ,USSR
257,σαρκός,flesh
257,πασαρέλα,catwalk
257,τίμοθυ,Timothy
257,παραδέχθηκε,admitted
257,ξαναβγούμε,we release
257,αστράγαλος,ankle
257,αναλύω,analyze
257,αναπαριστά,represents
257,φαλκόνε,Falcone
257,παγώνι,peacock
257,brick,Brick
257,μιλάν,Milan
257,εγκατασταθούμε,We settle
257,σκεφτεις,you think
257,ντουέην,dune
257,βιόλα,viola
257,σαλτάρει,sautes
257,αφαίρεσες,you removed
257,διάπλατα,wide
257,επιστροφη,return
257,υποβάλεις,you submit
257,hal,hal
257,γονίδιά,gene
257,everybody,everybody
257,σκοποβολής,shooting
257,μαλακας,bullshit
257,11ο,11th
257,εντέλει,finally
257,προσπαθεια,effort
257,καβάτζα,kavaja
257,τούτος,this
257,παιδικών,childish
257,κατάρας,curse
257,ανακοινώθηκε,announced
257,νοητικά,mentally
257,λεό,Leo
257,ν.υόρκη.,N. York.
257,διευθετήσεις,arrangements
257,ενοχοποιητικό,incriminating
257,επισπεύσουμε,we hurry up
257,αμυνθεί,defended
257,εκνεύρισε,annoyed
257,αρχιερέας,high priest
257,συγκρίνετε,compare
257,καταστροφικά,catastrophically
257,αμυντικές,defensive
257,πλέξιμο,knitting
257,σχηματίζει,forms
257,πάσες,passes
257,εκπροσώπηση,representation
257,ταιριάξουν,match
257,ριψοκίνδυνη,risky
257,ντόριτ,Dorit
257,υποθήκες,mortgages
257,βίαζε,he raped
257,γούντροου,Woodrow
257,σταματούσαμε,We stopped
257,συγκεντρώνεσαι,You gather
257,εντοπιστούν,they are detected
257,ηπατική,hepatic
257,καναπέδες,sofas
257,ακoύς,hearing
257,βογκητά,grocefully
257,ειι,eg
257,καγκελάριε,chancellor
257,πάρκων,parkers
257,aντίο,rough
257,δικους,δικ δικ δικ δικ δικ δικ δικ δικ
257,ακόστα,acosta
257,mακάρι,charm
257,επιμείνει,insists on
257,αραβίας,Arab
257,απαρατήρητοι,unnoticed
257,λειτουργήσω,work
257,μέλ,mel
257,κλιμακοστάσιο,staircase
257,γκαρσονιέρα,studio
257,φτύνουν,spit
257,κορόνα,crown
257,συγχώρησέ,forgiven
257,σκουπίζω,wipe
257,τζανέλ,Janel
257,προσεύχεστε,you pray
257,αποδείξεως,proven
257,ανύπαρκτη,non -existent
257,ασορτί,matching
257,σετε,set
256,γουέηντ,wed
256,αθωωθεί,acquitted
256,εκτελείς,execution
256,ντητρόιτ,Detroit
256,παλιοπούστη,scrap
256,μύξες,niggers
256,ταρ,TAR
256,συντηρήσει,maintain
256,χρησίμευε,served
256,νεφρού,kidney
256,φτέρνα,heel
256,παράκαμψης,bypass
256,απελευθερωτικό,liberating
256,iii,iii
256,πλέι,playoff
256,lo,LO
256,επιμείνουμε,we insist on
256,σύγχρονος,contemporary
256,σφίξει,tighten
256,χίτμαν,Hitman
256,αναξιόπιστη,unreliable
256,πενταροδεκάρες,fifths
256,καλούσες,calling
256,διαφορετικο,different
256,sa,sa
256,συνεργάσιμη,cooperative
256,τμημάτων,part
256,ξαναβρήκα,I found
256,ανέντιμο,dishonest
256,γιορτάζαμε,We celebrated
256,στίβο,arena
256,μονάχος,solitary
256,grayson,grayson
256,τηγανιτό,fried
256,χάλυ,steel
256,τακτοποιημένο,neat
256,elvis,elvis
256,περιπλανώμενο,wandering
256,βρύα,moss
256,λάννιστερ,Lannist
256,στρίνγκερ,stringer
256,κόνυ,conony
256,θαυμασια,wonderfully
256,νέντ,Ned
256,νδρας,NDRA
256,πρωτόγονα,primitive
256,wouldn,wouldnn
256,περιοδείας,tour
256,μάστερσον,Masterson
256,κονκάρδα,badge
256,αυτοαποκαλούνται,they call themselves
256,εκατομμυριούχοι,millionaire
256,προβάλει,display
256,μπερδεύεται,confused
256,δασοφύλακας,ranger
256,ζωντανο,living
256,φοιτητικό,student
256,πληρωμών,payment
256,αλκοολικό,alcoholic
256,βεβαιώ,assert
256,βαβυλώνα,Babylon
256,παλαιότερο,older
256,blog-spot,blog-spot
256,γράφτηκα,I wrote
256,αρρώστεια,illness
256,δάκτυλά,fingers
256,συζυγός,husband
256,επανέλθεις,re -
256,χωρίστε,divide
256,ανάξια,unworthy
256,καμερα,camera
256,λιμοκτονούν,starvation
256,τοποθέτησα,I placed
256,τηλεφωνήσαμε,We called
256,νοιάξει,caught up
256,κοιλιακό,abdominal
256,πολυπλοκότητα,complexity
256,τοιχο,wall
256,αύτή,she
256,φυγής,escape
256,κάστορ,castor
256,πίγκυ,Pig
256,διστάσω,hesitate
256,clive,clive
256,εισπράξει,collected
256,μένο,lonely
256,δουλεψει,work
256,ωου,oh
256,cc,cc
256,πάθαινες,suffering
256,κυβ.,cub.
256,παίκτρια,player
256,διδύμων,twin
256,γαμος,Marriage
256,δικαιούχος,beneficiary
256,μολύνσεις,infections
256,στορ,bar
256,κολώνες,columns
256,σκιλς,scale
256,κωδική,code
256,λάσκι,lush
256,έντιθ,Edith
256,κωλάρα,ass
256,διασωλήνωση,intubation
256,προκαλέσατε,caused
255,ανάχωμα,embankment
255,σπουδαίου,great
255,παρακάμψει,override
255,χέλια,eel
255,άντρια,Andria
255,λαθρέμποροι,smuggling
255,αποκοιμηθεί,fell asleep
255,τετοιες,those
255,σέρβοι,Serbs
255,δοκτωρ,Doctor
255,γλυτώσουν,save
255,αναίσθητοι,unconscious
255,σάμπα,samba
255,σουζαν,scrubbed
255,κάψα,capsule
255,βομβαρδιστικό,bomber
255,ντάρκεν,Darken
255,μπόμπα,bob
255,αδικίες,injustices
255,μέντοους,mentors
255,συντονισμό,coordination
255,ανωτερότητα,superiority
255,μπάλωμα,patch
255,πλιάτσικο,spoils
255,σρι,Sri
255,κροκόδειλοι,crocodile
255,χουάρεζ,Huarez
255,chip,chip
255,νη,NH
255,9ο,9th
255,σύμμαχοί,allies
255,ξαπλώσετε,lie down
255,τριμήνου,quarter
255,ξέφευγε,escaped
255,κατασχέθηκε,was seized
255,άσσους,Aces
255,ρορκ,ROK
255,βρωμοδουλειές,dirty lands
255,κατασκευάσουμε,we make
255,campbell,Campbell
255,σανατόριο,sanatorium
255,αναβάλεις,you postpone
255,ρολφ,Rolf
255,παρακολούθησαν,they watched
255,βαράνε,tinge
255,φρέντο,freddo
255,βιώσεις,experience
255,υπερασπίσου,defend
255,mallory,Mallory
255,παρεμβαίνεις,you intervene
255,σηκώνουμε,we raise
255,ελπιδοφόρο,hopeful
255,ελατήριο,spring
255,εκτροπή,diversion
255,συνδεθήκαμε,We have connected
255,σότο,Sootto
255,λύνουν,they solve
255,ξεπέρασαν,they overcame
255,πληρώθηκες,you were paid
255,αποτύπωμά,imprint
255,πήτερς,Peters
255,εμπόρου,merchant
255,κορόιδεψα,fooled
255,αναψε,shuffle
255,μπερδεύονται,are confused
255,nypd,nypd
255,χαβάης,Hawaiian
255,πετρώματα,rocks
255,επαθες,task
255,σπάρτακο,spartan
255,μάριελ,Mariel
255,τσακώνονταν,they were quarreling
255,πάρχουν,they take
255,kάθε,every
255,κυρίευσε,conquered
255,b.evoula,b.evoula
255,έσφαξαν,they slaughtered
255,φρόνιμοι,wisely
255,προπέλα,propeller
255,λογοδοτήσει,accountable
255,δαίμονές,demon
255,επιμελεια,diligence
255,στεφάνια,wreath
255,χαζο,stupid
255,κιουν,chone
255,αποφυλακιστεί,released
255,κovτά,Kovta
255,πονηρού,sly
255,συνεταιρισμό,cooperative
255,ουτς,Uts
255,γκάστερ,guest
255,σάρασεν,Sarasen
255,στοιχηματίσει,bet
255,ανάρτηση,suspension
255,βγούνε,They go out
255,τζίφος,failure
255,αποχαιρετισμούς,farewell
255,work,work
255,διεξαγωγή,conduct
255,αζίζ,Aziz
254,νβα,NBA
254,εξωφρενική,outrageous
254,αισθησιακό,sensual
254,αποδεχτείτε,accept
254,διαρκεια,duration
254,13ο,13th
254,τεχνικών,technician
254,κατούρα,pee
254,αιτιολογία,rationale
254,φίλo,girlfriend
254,τρομάξετε,scare
254,προορίζονταν,were intended
254,συσσώρευση,accumulation
254,λιώσουμε,melt
254,υπέκυψε,succumbed to
254,απλώσω,spread
254,έν,in
254,υποκλίνομαι,bow
254,καούμε,we do
254,ομοσπονδιακών,federal
254,ψυχωτικός,psychotic
254,sg-1,sg-1
254,φανκ,func
254,daddy,daddy
254,σκοπίμως,purposely
254,αδιαπέραστο,impenetrability
254,τζίο,jig
254,κοιτάξε,looked
254,ηστ,ram
254,βαζάκι,jar
254,νοικιάσαμε,We rented
254,βασίλευε,ruled
254,midnight,midnight
254,ελβετική,Swiss
254,πλέει,sails
254,νεκρολογία,obituary
254,αηδίας,nonsense
254,εκτρώσεις,abortion
254,ευχόταν,wishes
254,archie,Archie
254,συστηθούμε,We introduce
254,συμμετρία,symmetry
254,πορφυρό,purple
254,ενδύματα,clothing
254,chelsea,chelsea
254,συνεχισουμε,WE CONTINUE
254,αναπληρώτρια,substitute
254,καθαρισμός,cleaning
254,cruz,cruz
254,τρελλά,madness
254,μύρισέ,smell
254,σέρνουν,they crawl
254,δείρουν,They are
254,ελικόπτερό,helicopter
254,καταρρεύσεις,collapses
254,χενρι,henry
254,δευτερεύον,secondary
254,ποδιές,aprons
254,ορμόνη,hormone
254,απειλούσαν,they threatened
